file,alpha,beta,run,name,score,duration_ms,memory_kb
tsp/eil76.tsp,0.200000,4.500000,5,aco,615.940000,23142,1690
tsp/eil76.tsp,0.200000,4.500000,6,aco,613.880000,23168,2313
tsp/eil76.tsp,0.200000,4.500000,7,aco,615.940000,23112,1757
tsp/eil76.tsp,0.200000,4.500000,8,aco,618.000000,23072,1412
tsp/eil76.tsp,0.200000,4.500000,9,aco,623.150000,23201,534
tsp/eil76.tsp,0.200000,4.500000,10,aco,611.820000,23207,2274
tsp/eil76.tsp,0.200000,4.500000,11,aco,624.180000,23181,542
tsp/eil76.tsp,0.200000,4.500000,12,aco,620.060000,23101,2527
tsp/eil76.tsp,0.200000,4.500000,13,aco,612.850000,23043,1695
tsp/eil76.tsp,0.200000,4.500000,14,aco,605.640000,23068,2602
tsp/eil76.tsp,0.200000,4.500000,15,aco,616.970000,23169,2300
tsp/eil76.tsp,0.200000,4.500000,16,aco,623.150000,23221,2112
tsp/eil76.tsp,0.200000,4.500000,17,aco,619.030000,23281,2300
tsp/eil76.tsp,0.200000,4.500000,18,aco,607.700000,23346,1554
tsp/eil76.tsp,0.200000,4.500000,19,aco,603.580000,22844,1556
tsp/eil76.tsp,0.200000,4.500000,20,aco,622.120000,22325,2077
tsp/eil76.tsp,0.200000,5.000000,1,haco,566.000000,14007,2188
tsp/eil76.tsp,0.200000,5.000000,2,haco,565.000000,13989,1656
tsp/eil76.tsp,0.200000,5.000000,3,haco,570.000000,14076,1130
tsp/eil76.tsp,0.200000,5.000000,4,haco,568.000000,14115,1523
tsp/eil76.tsp,0.200000,5.000000,5,haco,566.000000,14157,1838
tsp/eil76.tsp,0.200000,5.000000,6,haco,564.000000,14142,1045
tsp/eil76.tsp,0.200000,5.000000,7,haco,568.000000,14270,319
